[20/01/2009 11:42:49] /t
[21/01/2009 12:51:46] /a 1
[21/01/2009 12:51:46] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:47] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:48] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:49] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:50] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:51] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:52] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:53] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:54] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:55] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:56] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:57] /a 1
[21/01/2009 12:51:58] /a 1
[21/01/2009 12:51:58] /a 1
[21/01/2009 12:51:58] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:51:59] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:00] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:01] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:02] /a 1
[21/01/2009 12:52:07] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:08] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:09] /a 10
[21/01/2009 12:52:10] /a 10
[21/01/2009 12:52:10] /a 10
[21/01/2009 12:52:10] /a 10
[21/01/2009 12:52:10] /a 10
[21/01/2009 12:52:10] /a 10
[21/01/2009 12:52:10] /a 10
[21/01/2009 12:52:11] /a 10
[21/01/2009 12:52:13] /a 10
[21/01/2009 12:52:14] /a 10
[21/01/2009 12:52:14] /a 10
[21/01/2009 12:52:14] /a 10
[21/01/2009 12:52:14] /a 10
[21/01/2009 12:52:14] /a 10
[21/01/2009 12:52:14] /a 10
[21/01/2009 12:52:14] /a 10
[21/01/2009 12:52:14] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:15] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:16] /a 10
[21/01/2009 12:52:17] /a 10
[21/01/2009 12:52:17] /a 10
[21/01/2009 12:52:20] /a 10
[21/01/2009 12:52:20] /a 10
[21/01/2009 12:52:21] /a 10
[21/01/2009 12:52:22] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:23] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:24] /a 10
[21/01/2009 12:52:25] /a 10
[21/01/2009 12:52:25] /a 10
[21/01/2009 12:52:25] /a 10
[21/01/2009 12:52:25] /a 10
[21/01/2009 12:52:25] /a 10
[21/01/2009 12:52:25] /a 10
[21/01/2009 12:52:25] /a 10
[21/01/2009 12:52:25] /a 10
[21/01/2009 12:52:25] /a 10
[21/01/2009 12:52:25] /a 10
[21/01/2009 12:52:26] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:27] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:28] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:29] /a 10
[21/01/2009 12:52:30] /a 10
[21/01/2009 12:52:30] /a 10
[21/01/2009 12:52:31] /a 10
[21/01/2009 12:52:31] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:32] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:33] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:34] /a 10
[21/01/2009 12:52:35] /a 10
[21/01/2009 12:52:35] /a 10
[21/01/2009 12:52:36] /a 10
[21/01/2009 12:52:36] /a 10
[21/01/2009 12:52:36] /a 10
[21/01/2009 12:52:36] /a 10
[21/01/2009 12:52:36] /a 10
[21/01/2009 12:52:36] /a 10
[21/01/2009 12:52:36] /a 10
[21/01/2009 12:52:36] /a 10
[21/01/2009 12:52:36] /a 10
[21/01/2009 12:52:36] /a 10
[21/01/2009 12:52:36] /a 10
[21/01/2009 12:52:36] /a 10
